id,title,story_text,score,num_comments,author,created_utc,url
47380734,Back End Aggregation Enables Gigawatt-Scale AI Clusters,,2,0,y1n0,2026-03-14 20:17:14+00:00,https://engineering.fb.com/2026/02/09/data-center-engineering/building-prometheus-how-backend-aggregation-enables-gigawatt-scale-ai-clusters/
47337327,Show HN: I built an interactive globe for verified combat events,"I* have been following the situation in the Middle East closely over the past months and realized I was spending a lot of time just trying to figure out what actually happened where. Most sources either show raw social media posts or mix combat events with general news.<p>The closest thing to what I wanted is Liveuamap, but it has increasingly become a general news aggregator. The map includes protests, political statements, weather alerts, and unrelated incidents. There are also intrusive ads and the sources are often just reposted tweets without much verification or analysis.<p>I wanted something more focused. Specifically a map that only tracks combat events and shows the actual evidence when possible.<p>So I built Defogwar:
<a href=""https://www.defogwar.com/"" rel=""nofollow"">https://www.defogwar.com/</a><p>It is an interactive Mapbox GL globe where military events such as airstrikes, drone strikes, artillery, ground assaults, and territorial changes are plotted geographically. Events are color coded by faction. There is a timeline slider so you can scrub through time and watch how things unfold day by day. Clicking a marker opens details about the event along with embedded video when footage exists.<p>The goal is simple: no political commentary pins, no news ticker spam, just combat events with sources.<p>The most interesting part technically ended up being the data pipeline.<p>Manually curating conflict events does not scale when you are one person, so I built an ingestion layer that pulls from RSS feeds and Telegram channels. The content is passed through Gemini 2.0 Flash which extracts structured fields such as coordinates, event type, factions involved, and severity. Everything then goes into a review queue.<p>Nothing goes live automatically. Every event still goes through manual review before it appears on the map.<p>The hardest problem has been filtering propaganda from the AI extraction step. A lot of the best footage actually originates from highly opinionated (or biased depending on your perspective) sources, which means the text surrounding it can contain language like “terrorist state” or exaggerated claims about damage. I often have to manually strip that language and normalize the description so the map remains factual.<p>Another challenge has been extracting reliable coordinates. Many posts reference places indirectly or only mention nearby towns. I ended up building a geocoding layer to resolve these into coordinates before review.<p>Current stack:<p>Next.js 14<p>PostgreSQL with PostGIS for spatial queries<p>Mapbox GL for the globe visualization<p>Cloudflare R2 for video storage (zero egress fees made this practical)<p>Railway for hosting<p>Right now the coverage is focused on the Iran conflict. I had other conflicts mapped earlier but temporarily removed them to focus on improving the data quality and pipeline first. Once the ingestion process is more reliable those will come back.<p>Long term I am also interested in mapping historical conflicts using the same timeline interface. I have found aggregators of historical events like WWII and the Vietnam War etc.<p>I would love feedback on the map UX. If anyone here works with OSINT data or knows good open sources for verified conflict reporting I would be very interested to hear about them.<p>*I helped with deployment and some UI refinement. My colleague did the heavy lifting on the engineering and data pipeline. He will be in the comments later. Thanks for considering this!",2,7,IMAYousaf,2026-03-11 16:00:01+00:00,https://defogwar.com
47400868,Show HN: Claude Code skills that build complete Godot games,"I’ve been working on this for about a year through four major rewrites. Godogen is a pipeline that takes a text prompt, designs the architecture, generates 2D/3D assets, writes the GDScript, and tests it visually. The output is a complete, playable Godot 4 project.<p>Getting LLMs to reliably generate functional games required solving three specific engineering bottlenecks:<p>1. The Training Data Scarcity: LLMs barely know GDScript. It has ~850 classes and a Python-like syntax that will happily let a model hallucinate Python idioms that fail to compile. To fix this, I built a custom reference system: a hand-written language spec, full API docs converted from Godot's XML source, and a quirks database for engine behaviors you can't learn from docs alone. Because 850 classes blow up the context window, the agent lazy-loads only the specific APIs it needs at runtime.<p>2. The Build-Time vs. Runtime State: Scenes are generated by headless scripts that build the node graph in memory and serialize it to .tscn files. This avoids the fragility of hand-editing Godot's serialization format. But it means certain engine features (like `@onready` or signal connections) aren't available at build time—they only exist when the game actually runs. Teaching the model which APIs are available at which phase — and that every node needs its owner set correctly or it silently vanishes on save — took careful prompting but paid off.<p>3. The Evaluation Loop: A coding agent is inherently biased toward its own output. To stop it from cheating, a separate Gemini Flash agent acts as visual QA. It sees only the rendered screenshots from the running engine—no code—and compares them against a generated reference image. It catches the visual bugs text analysis misses: z-fighting, floating objects, physics explosions, and grid-like placements that should be organic.<p>Architecturally, it runs as two Claude Code skills: an orchestrator that plans the pipeline, and a task executor that implements each piece in a `context: fork` window so mistakes and state don't accumulate.<p>Everything is open source: <a href=""https://github.com/htdt/godogen"" rel=""nofollow"">https://github.com/htdt/godogen</a><p>Demo video (real games, not cherry-picked screenshots): <a href=""https://youtu.be/eUz19GROIpY"" rel=""nofollow"">https://youtu.be/eUz19GROIpY</a><p>Blog post with the full story (all the wrong turns) coming soon. Happy to answer questions.",337,205,htdt,2026-03-16 16:07:29+00:00,https://github.com/htdt/godogen
47430766,The #1 Reason Engineers Fail Technical Interviews (Data from 20K+ Sessions),,6,0,Andreas2202,2026-03-18 20:07:13+00:00,https://snubber.ai/blog/state-of-hardware-engineering-interviews-2026
47265885,Show HN: ClickArmor – Countering ClickFix social engineering in browser,"Hi HN,<p>I built ClickArmor to detect ClickFix social engineering attacks directly in the page using
page-behavior signals and command-pattern analysis. Everything runs
locally in the browser — no telemetry, no API calls, no data collection.<p>Detection layers include:
- Clipboard write interception
- Lure phrase analysis (Win+R, Ctrl+V instructions)
- Fake CAPTCHA / fake browser update detection
- Embedded command payload detection
- Obfuscated loader detection
- Multi-stage C2 loader detection<p>I validated it against 5000+ clickfix domains with encouraging results so far.<p>The long-term project is DiTM (Detection in the Middle) — expanding browser-native
detection to cover AitM phishing, credential interception, and other
browser-based identity attacks.<p>Chrome: <a href=""https://chromewebstore.google.com/detail/gbbiaedhdapkbfmjgpepebidjpiphgmm?utm_source=item-share-cb"" rel=""nofollow"">https://chromewebstore.google.com/detail/gbbiaedhdapkbfmjgpe...</a>
Firefox: <a href=""https://addons.mozilla.org/en-US/firefox/addon/clickarmor/"" rel=""nofollow"">https://addons.mozilla.org/en-US/firefox/addon/clickarmor/</a>
Website: www.ditmsecurity.com<p>Would love feedback — especially bypass attempts. If you can get a ClickFix page/
payload past it, I want to see it.",3,0,ditm-security,2026-03-05 19:11:12+00:00,https://chromewebstore.google.com/detail/clickarmor/gbbiaedhdapkbfmjgpepebidjpiphgmm
47259975,Are companies preventing sensitive data from being sent to external LLM APIs,"I’m curious how engineering and security teams are handling governance around AI usage inside companies.<p>As more teams integrate APIs from providers like OpenAI, Anthropic, and other LLM services, it seems possible for sensitive data to accidentally end up in prompts.<p>Some questions I’m trying to understand:<p>• Do companies route AI API traffic through some internal gateway or proxy?
• How do you prevent sensitive information (customer data, credentials, internal documents) from being sent to external models?
• Is AI usage across teams actually tracked anywhere?
• If an auditor asked how AI systems are governed in your company, would you have a clear answer?<p>I’d be interested to hear how teams are currently handling this in practice.",2,2,jayakrishna96,2026-03-05 10:25:12+00:00,https://news.ycombinator.com/item?id=47259975
47213668,How are engineering teams handling AI compliance?,"Companies are adopting AI tools fast, but I keep wondering about the human side of it — not whether the tools work, but whether engineers actually know what they're and aren't allowed to do with them.<p>Specific things I'm curious about: does your company have real AI usage policy or is it ""use common sense""? Has anything gone wrong — data sent somewhere it shouldn't, AI used in an auditable decision with no trail? And if someone asked you today whether your team is compliant with AI Act or SOC2 in how they use AI — could you actually answer that?",2,2,partycat,2026-03-02 03:50:11+00:00,https://news.ycombinator.com/item?id=47213668
47410722,Proposal method for electricity-free cooling in data centers,,2,0,giuliomagnifico,2026-03-17 10:19:38+00:00,https://engineering.nyu.edu/news/new-method-data-center-cooling-could-dramatically-decrease-electricity-use
47323850,Show HN: Find Engineering Manager Jobs Efficiently,"I built a site to find engineering manager jobs and make the manager job search less painful. This was created out of my own job search last year. I was using various job aggregator sites and spreadsheets and wanted a more efficient method.<p>The main value of the site is:
* High-quality job listings and data that is updated daily. It saves countless hours not having to sift through irrelevant or stale job listings.<p>Give it a try and feel open to share any feedback.",2,0,oah,2026-03-10 14:34:52+00:00,https://rolebeaver.com/
47226313,Show HN: DevReel – A virtual gym for practical software engineering challenges,"Hi HN, I'm a software engineer from Japan building DevReel.<p>While platforms like LeetCode are fantastic for building the essential foundations of algorithms and data structures, I wanted to create a space dedicated to the other side of our jobs: the messy, practical realities of everyday software engineering.<p>DevReel is a ""virtual gym"" where developers tackle real-world scenarios. Here, you'll be fixing state mutation bugs, resolving concurrency issues, or making architectural choices, and then receiving instant AI-driven code reviews on your approach and thought process.<p>We've published a free Demo featuring a ""Phantom Transaction"" bug challenge—a real-world edge case reported by one of our early testers.<p>Our Pro challenges are currently in preparation and will be coming soon, but the demo is fully open today. We've also made our roadmap completely public.<p>I'd love for you to try breaking the demo challenge and hear your brutal technical feedback!<p>- Demo & Waitlist: <a href=""https://www.devreel.tech/en/demo"" rel=""nofollow"">https://www.devreel.tech/en/demo</a>
- Public Roadmap: <a href=""https://github.com/users/GiotaDev/projects/2/views/1"" rel=""nofollow"">https://github.com/users/GiotaDev/projects/2/views/1</a>",2,0,giota_dev,2026-03-03 00:33:53+00:00,https://www.devreel.tech/
47354949,The cost of duplicating domain data for performance,"I was building a system a few years ago under immense pressure to ship. We had a choice. We could implement a new API call between two domains, or we could duplicate the domain data into multiple service databases. I argued for duplication because I believed the extra network call would compromise our latency goals, and the business demand for speed felt urgent.<p>I remember thinking at the time that this was the smarter engineering trade-off. We avoided the complexity of a new API interface, and the application responded faster. In reality, I was just ignoring the Rule of the Bolt. Instead of treating the immutable identifier as the only stable joint between modules, I had tied them together through shared, duplicated state.<p>I left the company months later, so I never had to deal with the inevitable synchronization nightmares that decision caused for the team that remained. I look back on that architectural decision as a failure. I prioritized short-term speed over long-term autonomy.<p>We should be comfortable with the cost of network calls if the alternative is breaking modularity. The only true interface between two domains should be an immutable reference. Everything else is just debt waiting to accumulate.",1,0,davidvartanian,2026-03-12 18:12:33+00:00,https://news.ycombinator.com/item?id=47354949
47310589,Show HN: Connect your research data easily to AI agents,"AI-driven scientific research is already here.
But real research produces terabytes of raw, unstructured and multi-modal data and it is really hard to make it available to AI agents.<p>We built that data layer so you don't have.<p>We built novel ingestion and indexing algorithms that take all that messy and scattered data and make it available for AI agents.
This makes it easy for AI agents to analyze past experimental data to plan and execute new research tasks or experiments towards a stated project goal.
Our novel indexing algorithms make sure agents are able to explore high quality and diverse potential solutions which no amount of prompt engineering can do.<p>Our platform provides the ability to import projects and experiments from your Weights & Biases account.
We also built a team of agents for you so that you can dive right in to start analyzing past experiments and plan next set of hypotheses and experiments.
We are working on SDKs so that you can connect your own agent (clawed or otherwise) to you research data easily.<p>AI driven scientific research (""agentic research""?) is here and we are building the operating system for it.<p>Check it out and please let us know what you think.
The first 100 users will forever get freebies and priority access to new features.
If you are in a research team and are excited about agentic research, we would love to talk to you.",1,0,hgarud,2026-03-09 15:46:00+00:00,https://myluca.ai:443/
47283742,Tell HN: Azure Data Factory pipeline execution delays in East US 2,"https://app.azure.com/h/ZHYB-ZG0/cd6319<p>Of course the status.azure.com is all green right now in US East 2.<p>It's only interesting because of the latest update mention ""rolling back the deployment"", and my assumption was AI slopped a bug into production configurations or code.<p>If AI was to blame in this case, I just want to complain, because ADF is fubar right now.<p>At scale, that kind of bad engineering practice is going to get people killed and lead to lots of legal headaches and brand damage.  FAFO.",1,0,dwoldrich,2026-03-07 02:15:42+00:00,https://news.ycombinator.com/item?id=47283742
